Source_File,Page,Content_Type,Data
Entry Level IT Networking Resume.pdf,5,Text,"Sam Smith (816)-992-2443 amiller@yahoo.net 12345 W. Main St. Lenexa, KS 66219 Objective Tax accountant position at KPMG LLP utilizing my strong communication, organizational and analytical skills Education Bachelor of Science in Business Administration Graduation Date: February 2006 Concentration: Accounting DeVry University, Kansas City, MO C.G.P.A. 3.95 / 4.0 Dean’s List every semester Work Experience Accounting Internship Taylor & Company, CPA, Lenexa, KS 2005 to Present • Maintain and reconcile deferred revenues for all firm’s programs and national meetings • Reconcile and analyze general ledger accounts • Communicate with various state department staff regarding expense reporting and zone balances • Maintain fund balances for individual states and regional zones Faculty Assistant - Office of Academic Advising DeVry University, Kansas City, MO 2004 to 2005 • Handled the review and distribution of student records • Scheduled student appointments • Assisted students with course scheduling • Utilized Oracle student database for retrieval, review and analysis of student information Certified Associate Trainer Houlihan’s Restaurant, Overland Park, KS 2002 to 2004 • Served as a liaison between associates and management • Balanced and reconciled all available cash drawers for the next shift • Completed certification on all available store positions • Opened a new store location and built client relationships • Administered the associate certification process for new employee training • Assisted management with daily operations • Opened and prepared the store for customers on a daily basis Honors and Accomplishments Group Leader in Senior Project at DeVry University Won Houlihan’s Employee of the Month Award: August 2002 and November 2003 Houlihan’s Trainer of the Year Award 2003 Graduated from Shawnee Mission South High School as Valedictorian with a 4.0 CGPA 5"
Entry Level IT Networking Resume.pdf,6,Text,"Carolyn Smith 35100 N. Weston St. Kansas City, MO 64131 (816) 928-6451 Carolynsmith32@yahoo.com OBJECTIVE: Seeking a challenging position in the field of human resources where I can use previous work experience and dynamic leadership abilities to increase value to operations EDUCATION: Bachelor of Science in Business Administration Graduation Date: October 2006 Concentration: Human Resource Management DeVry University, Kansas City, MO Relevant Coursework: Employment Law HR Management Strategic Staffing Training and Development Principles of Management Statistics for Business Principles of Economics Professional Writing HIGHLIGHTS OF SKILLS: • Work effectively both as team member and independently • Strong leadership skills with proven ability to problem-solve, analyze, and positively impact management teams • Well organized and efficient, good time management skills • Positive attitude, able to work well under pressure • Strong technical aptitude and excellent customer communication skills WORK EXPERIENCE: Human Resources Intern 2005 - Present LabOne, Inc. Lenexa, KS • Assist in recruiting process • Administer the application process including applicant testing • Conduct reference checks on all new hires • Schedule interviews with job candidates to meet with different recruiters • Answer incoming calls and direct to appropriate team member Customer Service Representative 1998 - 2002 Braircliff Academy Columbus, OH • Answered all incoming calls to school and directed them to appropriate team members • Processed paperwork for new students, including financial support applications • Coordinated and scheduled appointments for counselors • Performed filing, data entry and general office support Real Estate Agent 2002 - 2005 Remax , Inc. Kansas City, MO • Promoted and sold properties • Compiled monthly residential tracking reports • Interpreted and negotiated contracts • Originated new residential customers • Won 2005 Realtor of the Year Award SOFTWARE SKILLS: Proficient with Microsoft Word, Excel, PowerPoint, Project, Access, Internet Explorer and Greentree Application Tracking System 6"
Entry Level IT Networking Resume.pdf,7,Text,"ANN M. WALKER 12375 S. Main St. Apt. 602 Kansas City, MO 64131 816-843-4556 AWalker@kc.devry.edu OBJECTIVE To obtain a challenging position in customer service where I can utilize my varied experience, strong computer skills, and education to make a positive contribution to your organization. EDUCATION Bachelor of Science in Business Administration, Concentration: Business Information Systems DeVry University, Graduation Date, June 2006, G.P.A – 3.75 Relevant Coursework: Architecture and Operating Systems, E-Commerce, Introduction to Business and Technology Critical Thinking and Problem Solving, Financial Accounting, Managerial Accounting Technology, Society and Culture, Public Speaking, Professional Writing RELATED QUALIFICATIONS • Strong computer skills such as • Ability to work in a group environment Microsoft Word, Excel, Access, Lotus as well as on solo projects Notes, and Microsoft Visio • Extensive customer service experience • Database design/maintenance using • Ability to multi-task and handle detailed Microsoft Access projects in a timely manner • Project Management using MS Project • Quick learner, able to adapt to any • Help desk analysis using Heat environment • Interactive document creation using Adobe Acrobat 6.0 Professional EXPERIENCE IT Intern, Leawood, KS September 2005 - Present • SuperGeeks: Answered phones, provided outstanding customer service to all customers, provided general IT support to customers calling in with basic questions. Logged daily calls using Excel spreadsheet. Helped with computer maintenance on an as needed basis. Library Assistant, Kansas City, MO June 2004 – August 2005 • DeVry University: Assisted in campus library. Provided assistance to students and faculty on library services, and online library support. Answered incoming electronic questions as well as phone calls. Supported library manager in organization of library resources. Coordinated the various testing sessions with library staff and professors. Customer Service Intern, Kansas City, MO July 2003-May 2004 • National Association of Insurance Commissioners: Supported the SERFF Help Desk by assisting the Insurance Industry and State Regulators with any questions on the SERFF application for rate, rule, and form filings. Constructed interactive PDF documents, and assisted customer requests and needs in a timely manner. Utilized Heat and Lotus Notes for help desk troubleshooting. HONORS AND AWARDS • Graduated Magna Cum Laude from DeVry University • Received Legacy of Service Award from DeVry University in January 2005 7"
Entry Level IT Networking Resume.pdf,8,Text,"Tracy Miller 306 N.W. Heights Court Ln. Lee’s Summit, MO 64064 (816) 923- 6423 hm (816) 918- 5370 cell tmiller@comcast.net Career Summary Results-oriented leader who has demonstrated the ability to positively impact revenue growth, profitability and organizational development and who is adaptable, energetic, and possesses excellent communication, interpersonal and managerial skills. Qualifications Highlights • Illustrate strong team-building skills while directing extremely diverse personnel. • Exhibit crucial ability to motivate cross-functional teams toward achieving common goals. • Provide on-going personnel training and support: demonstrated flexibility in managing rotating crews. • Experienced in handling human resources functions such as interviewing, hiring, training and employee performance appraisals. Career Experience Call Center Supervisor T-Mobile Lee’s Summit, MO 2004 – Present • Manage multiple supervisory tasks for computerized call center. • Provide end user computer training. • Constantly revitalize team members to complete production goals. • Create a positive work environment, which motivates individual improvements. Information Services Manager Ash Grove Lawn Co. Independence, MO 1992 – 2003 • Managed accounts receivable in excess of $12 million. • Provided customer service for more than 19,000 accounts. • Created and maintained spreadsheet branch reporting systems, using Excel for regional staff of six. • Performed internal accounting audits for 7 branch locations. • Hired, trained, and supervised multiple office managers and administrative assistants, consistently striving to ensure that the company retain and attract the best people. • Prepared and delivered employee performance reviews. Office Manager Ash Grove Lawn Co. Wichita, KS 1987 – 1992 • Managed the integrity of all data entry. • Coordinated month end and year end account closing. • Provided administrative support for branch manager. Education Bachelor of Science in Business Administration DeVry University Graduation Date: June 2005 Kansas City, MO Associate of Arts in Management Longview Community College Graduation Date: May 2001 Lee’s Summit, MO 8"
Entry Level IT Networking Resume.pdf,9,Text,"George Andrews G_E_Andrews@hotmail.com 6501 Main St., Kansas City, MO 64107, PH: 816-476-8787 Objective To use my education, project management skills, and diverse work experience in a career where a significant contribution can be made. Education Bachelor of Science in Business Administration DeVry University Concentration: Project Management Kansas City, MO Graduation Date: March 2007 C.GPA 4.0 Relevant Coursework: Project Management, Project Risk Management, Contracts and Procurement, Operations Management, Advanced PC Applications for Business, Total Quality Management including Six Sigma Senior Project Designed and created a customer account database for local daycare center. Database consisted of customer names, addresses, notes and special instructions, and could hold up to 8,000 customer records. Developed and wrote company manual to assist employees and owner on how to use the database. Computer Skills Microsoft Project Visual Basic Microsoft Word Microsoft Access SQL Internet Explorer Microsoft Excel Macromedia Dreamweaver ASP.NET Microsoft PowerPoint Significant Qualifications Project Management • Serve as project leader for school project, communicating closely with team members to effectively monitor project status. • Ensured deadline achievement, set project deadlines and handled task delegation. • Motivated team members to give their best work, skilled at time management and organization. • Utilized analytical abilities/problem-solving techniques to identify problem areas and develop solutions. Customer Service/Communication • Provide ability to communicate with different types of people and all levels within the organization. • Experienced at giving presentations and public speaking. • Provided superior customer service and trained other workers on how to deliver quality service to customers. Experience Faculty Assistant, DeVry University January 2006 – Present Kansas City, MO Maintenance Worker, Homestead Apartment Homes March 2003 – July 2004 Kansas City, MO Food Service Worker, Panera Bread June 2000 – August 2000 St. Joseph, MO 9"
Entry Level IT Networking Resume.pdf,10,Table Row,"• Provide excellent customer service by answering phone calls, setting appointments, greeting members"
Entry Level IT Networking Resume.pdf,10,Table Row,"and guests upon arrival, and selling memberships."
Entry Level IT Networking Resume.pdf,10,Table Row,"• Perform filing, member folder maintenance, and data entry of client records and surveys."
Entry Level IT Networking Resume.pdf,10,Table Row,• Maintain cleanliness of therapy rooms and the front office.
Entry Level IT Networking Resume.pdf,11,Text,"JOSEPH BLACK 1342 Circle Drive, Apt. A-4, Oakview, MO 64131 (816) 989-1323 black@aol.com OBJECTIVE Obtain Programmer I position with the University of Kansas Hospital SUMMARY OF SKILLS • Languages: Java, BioJava, Perl, BioPerl, C#, ASP.NET, PHP, XHTML, HTML • Database Design and Programming: MS Access, Oracle 9i, MySQL, PL/SQL • Web Development / Office Productivity Tools: Macromedia Fireworks, Macromedia Dreamweaver, Macromedia Flash, Borland JBuilder, MS.NET, MS Word, MS Excel, MS Visio, MS Project, MS Publisher, MS PowerPoint • System Development: Software Analysis and Design, UML, Web Interface Design and Project Management • Biology Tools: FASTA, BLAST, PSI-BLAST, GenBank, RASMOL, JMOL, PROT, Swiss-Prot, PDB • Computational Biology Processes: Genome annotation methods, Phylogenic analysis, Protein structure prediction, Microarray Technology, Molecular biology databases • Operating Systems: Windows 95 / 98 / NT / 2000 / XP, Linux • Science Course Work: General, Organic and Biological Chemistry, Biology with Lab • Health Care Course Work: Health Services, Health Information Processes, Managed Care, Health Insurance EDUCATION DeVry University Kansas City, MO Bachelor of Science, Biomedical Informatics February 2006 GPA: 3.64/4.00, Dean’s List, Cum Laude Gamma Beta Phi Society Member Madison University Madison, OH 40 Credit Hours September 1994 – May 1998 Coursework in anatomy and physiology, medical terminology, typing and transcription, as well as general education classes Special Projects • In a team of five, analyzed the needs of a company and developed an appropriate system using the System Development Life Cycle and flowcharts. Presented results to class • Created an online database to help track / organize personal book collection using PHP and MySQL • Created a web site in ASP, HTML, and PHP with an Access database to allow users to become members, search books by author, title or genre, and purchase the selected items online. Created front-end GUI in Visual Basic.NET. Used JavaScript for the state and zip code verification • Developed personal website using HTML and Macromedia Dreamweaver • Developed a user manual for Hopkins Manufacturing’s computer application which handles inventory control • Built three computers from scratch PROFESSIONAL EXPERIENCE Stouffer’s Restaurant, Olathe, KS Server 2004 – Present • Help customers select food and beverages by inquiring of needs, presenting menu, suggesting courses, explaining specialties and answering food preparation questions • Serve up to 25 tables at once while paying attention to individual guest’s needs and delivering patrons’ choices in a prompt and efficient manner • Train 4-7 employees per year in customer service, food preparation and cleaning Rave Motion Pictures, Madison, OH Supervisor 1999 – 2001 • Oversaw most operations of the theatre, including guest service, cash handling, payroll, crew development, sales, and film presentation • Received company awards for sales and customer satisfaction 11"
Entry Level IT Networking Resume.pdf,12,Text,"Jean Nichols 4234 E. Lamar Ave. Odessa, Missouri 63433 (816) 765-5216 JeanNichols@sbcglobal.net OBJECTIVE Acquire a position in software development that utilizes my technical skills, self-motivation and experience in a teamwork environment. EDUCATION Bachelor of Science in Computer Information Systems DeVry University, Kansas City, MO Projected Graduation Date: October 2008 • GPA: 4.0 • Dean’s List • Who’s Who Among Students in American Universities and Colleges 2006 • Worked 30+ hours while going to school full-time TECHNICAL SKILLS Visual Basic 5 & 6 COBOL Crystal Reports Java Oracle 9i Microsoft Visio JavaScript Microsoft Access Microsoft Word CSS MySQL Microsoft Excel C# Visual Studio.NET Microsoft Access SQL Macromedia Dreamweaver MX Microsoft PowerPoint ASP.NET Macromedia Fireworks MX Windows 95 / 98 / NT / 2000 / XP PHP Macromedia Flash MX Windows 2003 Server HTML Borland JBuilder 9 Linux XML Micro Focus Net Express 4.0 PROJECTS Project leader of five person team developing a dynamic website to replace an existing static website for a client. Used PHP, HTML and MySQL to create a solution meeting the client’s needs. Created special graphics using Macromedia Flash MX 2004 and Fireworks MX 2004. Exercised time management and organizational skills to complete the project ahead of schedule. Developed a database in Oracle 9i and Microsoft Access, normalized tables to third normal form. WORK EXPERIENCE Web Administrator/ IT Intern Open Networks, Inc., Grandview, MO June 2006 - Present • Maintain two company websites using Dreamweaver and HTML. • Assist in the administration and development of Visual Basic.NET applications. • Maintain 15 computers, 11 desktop printers, Microsoft Server 2003, internet connection, and backup system for 15 users. Grocery Stocker/ Bagger Sun Fresh, Kansas City, MO August 2004 - June 2006 • Stocked and rotated products to ensure freshness and quality standards are met. • Provided outstanding guest service by bagging and carrying out groceries. • Answered customers’ questions and located merchandise. • Cleaned store at end of the day. 12"
Entry Level IT Networking Resume.pdf,13,Text,"ANTHONY GREEN 4345 Court Terrace Grandview, Missouri 64030 (816) 567-4542 andrewgreen45@yahoo.com TECHNICAL SKILLS Languages: Database: Software: Operating Systems: Visual Basic Oracle 9i Visual Studio.NET Windows 98 / XP Java Microsoft Access Macromedia Dreamweaver MX Windows 2003 Server JavaScript MySQL Macromedia Fireworks MX Linux Perl Macromedia Flash MX C# Borland JBuilder 9 SQL Micro Focus Net Express 4.0 ASP.NET Microsoft Visio PHP Microsoft Word HTML Microsoft Excel XML Microsoft Access COBOL Microsoft PowerPoint WORK EXPERIENCE Web Developer / Database Administrator September 2005 - Present New Century Community College Overland Park, Kansas • Develop and maintain college's website using HTML, JavaScript, and ASP.NET • Support administrative web applications by performing timely upgrades, and by diagnosing and resolving problems • Manage and implement vendor-delivered systems • Conduct needs analysis to develop custom desktop, web, and server applications based on user requests using Java, Perl, C#, and Visual Basic with Crystal Reports • Enhance existing applications according to user requirements using Visual Basic and Microsoft Access • Train users on newly developed and enhanced programs • Create and modify technical documentation to support operations and trainings • Perform database administration of administrative information on a SQL Server platform using ODBC standards • Supervise five student employees engaged in Web and database programming Software Developer July 2002 to September 2005 Spencer & Key, Inc. Kansas City, Missouri • Performed systems analysis in order to update old systems and develop new applications • Developed mock interfaces and database schemas in Microsoft Visio • Implemented database schemas in T-SQL or MS Access • Developed user and database interfaces using .NET Framework 1.1 • Created reports using Crystal Reports in Visual Studio 2003 • Designed and created user manuals, training materials, and online help EDUCATION Bachelor of Science in Computer Information Systems October 2005 DeVry University, Kansas City, Missouri GPA 3.76 / 4.00 13"
Entry Level IT Networking Resume.pdf,14,Text,"Andrew Evans 12703 Oak St., #161 E-Mail Home Phone: (816) 784-1109 Kansas City, MO 64114 andrewevans@yahoo.com Cell Phone: (913) 987-7359 Summary of Qualifications • Knowledge of legal concepts and evidentiary procedures for the public and private investigation of digital crime. • Able to apply forensic techniques to investigate illegal and unethical activity within a PC or local area network (LAN) environment. • Coursework in systems analysis and design, information system security, programming, database, and web applications design. • Knowledge of multiple desktop programs, configuration, and debugging techniques. • Sound problem resolution, judgment, and decision-making. • Excellent organizational skills with ability to manage multiple priorities in a fast-paced team environment. • Strong work ethic and excellent communication skills. Education Bachelor of Science in Computer Information Systems, expected June 2009 Concentration: Computer Forensics DeVry University, Kansas City, MO Dean’s List, GPA 3.91 / 4.00 Technical Skills Languages: Java, Visual Basic, C#, SQL, ASP.NET, HTML Forensics Tools: Forensics Tool Kit, EnCase, DriveSpy, Helix, Write Blockers Operating Systems: Microsoft Windows 98 / 2000 / XP, Linux, UNIX, DOS Networks: LAN, WAN, VPN Hardware: Hardware Replacement, Memory Upgrades, Troubleshooting Printers / Modems Office Productivity Tools: Microsoft Word, Excel, Access, PowerPoint, Outlook Projects DeVry University Senior Project, Project Team Leader • In a team of three, designed and developed e-commerce site in ASP.NET using C# and HTML, with Access database connection, for a furniture company. Utilized and updated Microsoft SQL Server. Assigned tasks and managed project phase schedules. Acted as a liaison between project team and client. Class Projects • Examined information from suspects’ hard drives for lab assignments. Found evidence concluding suspects used computer to commit illegal acts. Prepared documentation that fully explained the performed procedures. Experience Faculty Assistant, March 2005 to Present DeVry University, Kansas City, MO • Assist students with applications and assignments in introductory PC classes and labs. • Tutor 20 students per week on individual basis on Windows, UNIX and Linux operating systems, desktop system hardware, architecture and configuration, and fundamentals of data communication and computer networking. • Assist faculty and staff by proctoring exams, grading homework, and covering desks and courses. • Help new and continuing students sign up for classes during busy registration periods. Electronics Associate, August 2003 to March 2005 Wal-Mart, Overland Park, KS • Provided exceptional customer service in the electronics department. • Helped customers with purchasing decisions by finding merchandise to fit budget and needs. • Maintained department’s appearance by adequately stocking shelves and creating attractive displays. • Reduced department’s inventory shrink by 2%. 14"
Entry Level IT Networking Resume.pdf,15,Text,"MATTHEW WHITCOMB 514 Sunset Drive ♦ Kansas City, Missouri 64131 Cell: (816) 942-6912 ♦ Email: mattwhitcomb@comcast.net EDUCATION: DeVry University, Kansas City, Missouri Bachelor of Science, Computer Information Systems Current GPA: 3.5 / 4.0 Expected: February 2009 Attending DeVry University on Presidential Scholarship Johnson County Community College, Overland Park, Kansas Associate of Applied Science, Information Technology Certificate, Networking Technologies GPA 4.0 /4.0 Graduated Summa Cum Laude May 2000 TECHNICAL SKILLS: • Programming Languages/Frameworks: Java, Jakarta Struts, JSP 2.0, JavaServlets, JavaScript,VisualBasic.NET, C#.NET, Visual C++, COBOL, HTML • Development Tools: Borland JBuilder 9; Micro Focus Net Express 4.0, Adobe PhotoShop, Macromedia Dreamweaver MX, Macromedia Fireworks MX, Macromedia Flash MX; CorelDraw 7.0; 3D Studio MAX • Database: Oracle9i PL/SQL, SQL, PostgreSQL, MySQL • Operating Systems/ Productivity Tools: Windows 98, 2000, XP; Windows Server 2003, Linux Red Hat; Microsoft Word, Microsoft Excel, Microsoft Access, Microsoft Visio, Microsoft PowerPoint, Microsoft Project, Microsoft FrontPage RELEVANT EXPERIENCE: Programming / Information Technology • Produced websites and enhanced search engine performance for companies using VB.Net and Java scripting. • Used Java to program class project at DeVry University: designed and implemented a tutorial system to teach novice Java programmers to perform simple tasks using the Java programming language. • Installed Windows Server 2003 and Linux Red Hat for lab assignments. • Serviced and maintained five PCs and three network printers for previous employer. Training • Tutored one-on-one students taking Java classes at DeVry University. • Trained 3 to 5 employees a month on state and local health board requirements, customer service, and cleaning in a restaurant. Conducted regular one-on-one performance counseling to foster personal growth. • Assisted teller staff with complex transactions and questions. Customer Service • Assisted 100-150 customers with banking transactions daily. Identified customer needs and referred the appropriate products and services. Processed deposits, withdrawals, transfers and loan payments accurately and efficiently to build customer confidence and trust. • Responded to customer requests in an accurate, friendly and timely manner in a restaurant. Helped patrons select food and beverages, answered questions and made recommendations. Accommodated special needs/requests. Maintained cleanliness to ensure pleasant dining experience. • Assisted customers with returns and exchanges as well as concerns and comments in a retail store. Received Employee of the Month Award for excellence in customer service. WORK HISTORY: Tutor DeVry University, Kansas City, Missouri 2006 – Present Freelance Web Developer Kansas City area 2005 – Present Server Red Lobster, Overland Park, Kansas 2004 – 2006 Teller USB Bank, Kansas City, Missouri 2003 – 2004 Associate Wal-Mart, Grandview, Missouri 2001 – 2002 15"
Entry Level IT Networking Resume.pdf,16,Text,"Thomas Wingman 9000 W. 135 Street Apt. #303 Overland Park, KS 66209 (913) 604-5489 twingman@hotmail.com Education Bachelor of Science Degree in Computer Engineering Technology Graduation: October 2006 DeVry University Kansas City, MO GPA: 3.89 ∙ Major GPA 4.0 ∙ Dean’s List Skills Software Lab Skills: Windows 98/2000/XP MS-DOS MS Office / Project Visual Studio 6.0 / .NET Or CAD 80x86 Assembly Java Net Beans IDE 3.5.1 Eagle CAD Code Vision AVR Hardware Lab Skills: Analog to Digital Converter Flashlite SBC Atmel AT90S8535 AVR Risc Microcontroller Parallel/Serial Port Atmel AT90S1200 CPLD Design with VHDL DC Motor Control UART Design TTL Logic Interrupts Timer/Counters Electronic Devices Used: Digital Oscilloscope Spectrum Analyzer Frequency Generator Digital Multi Meter Duel Source Power Supply Logic Analyzer Projects • “RF Imaging System” that transforms radio waves into a color image, similar to a digital camera • Scorch video game written in Visual C++ and LCD integration • Flapper Motor Control with keypad and LCD integration • MFC Tank Game using dialog boxes with Microsoft Visual C++.NET Work History Laptop LCD Circuit Board Repair April 2005 - Present Heartland Services Inc. Leawood, Kansas • Test, troubleshoot, and diagnose Panasonic laptop PC circuit board failures • Repair faulty components using solder techniques including through-hole, surface mount, and high temperature soldering • Perform quality inspections for all completed processes Faculty Assistant March 2002 to April 2005 DeVry University Kansas City, MO • Tutored students in math, logical flowcharting, Java, C++, Object Oriented Programming, Circuit Analysis, Microcontroller Programming, and networking • Assisted students with assignments in school’s electronics lab • Proctored tests and quizzes in absence of professors • Answered students’ questions about class registration in person and over the phone Organizations IEEE member Tau Alpha Pi Honor Society Member 16"
Entry Level IT Networking Resume.pdf,17,Text,"Peter Wilson 5005 Holmes Rd #908 Home: (816)550-1111 Kansas City, Missouri 64131 Cell: (816)689-0000 E-mail: PeterW@gmail.com Education: DeVry University Kansas City, Missouri Bachelor of Science in Electronics Engineering Technology October 2006 CGPA: 3.84 / 4.00 Graduated Magna Cum Laude 100% of educational expenses self-funded through scholarships and working 25 hours per week Technical Skills: Project Experience • In a team of four designed, built and demonstrated a control system for an oil purification machine • Designed and implemented a wireless hand controller for a 30 inch telescope to replace the existing wired controller at Norfolk Observatory in Lee’s Summit, Missouri Design Experience Analog Digital • Active and Passive Filters • Synch/Asynch Logic • Operational Amplifiers • Flip Flops/Memory (RAM&ROM) • Voltage Controlled Oscillators • Counters/Timers • Analog Signal Processing • Digital Signal Processing Programming Languages Software • C++/Codevision • Windows 95/98/ME/XP • Assembly 80x86, Atmel • Microsoft Office (Word, Excel, • VHDL Access, PowerPoint) • WordPerfect Suite Employment: Package Handler Lenexa, Kansas FedEx Ground February 2005 – Present • Check shipping orders for correct destination and stack boxes securely in trailers, loading 450 packages an hour • Unload 1300 packages an hour from semi-trailers • Transport all incompatible parcels to appropriate areas • Clear minor jams in belt system in a timely manner • Assist teammates whenever necessary to help meet company quotas • Train new employees on workplace safety and job efficiency • Awarded Employee of the Month, April 2006 and February 2007, for processing inbound and outbound packages quickly and accurately Affiliations: Tau Alpha Pi – EET National Honor Society Gamma Beta Phi – National Honor Society Association of Information Technology Professionals Institute of Electrical and Electronics Engineers 17"
Entry Level IT Networking Resume.pdf,18,Text,"SEAN KENKEL 9000 Morgan Ave. Apt. 407 (816) 876-0005 Kansas City, MO 64131 Kenkel23@hotmail.com JOB OBJECTIVE: To obtain a challenging technical position where my skills and abilities can be utilized to benefit the company EDUCATION: Associate of Applied Science in Electronics and Computer Technology, February 2006 DeVry University, Kansas City, MO Maintained 3.94 GPA Graduated with Honors Member of the National Honor Society Gamma Beta Phi SKILLS: • Soldering, including surface mount soldering, and operation of “wave” solder machines • Troubleshooting analog, digital and microprocessor-based systems • Using benchtop equipment such as digital multimeters, oscilloscopes, function generators, spectrum analyzers and variable power supplies • Understanding of Programmable Logic Controllers (PLC) • Ability to test, repair, and troubleshoot circuit boards • Read electronic schematics and data sheets • Knowledge of Microsoft Windows 95, 98, ME, 2000 Operating Systems, Microsoft Office 2000 suite, Outlook Express, MultiSim 2001, OrCAD, LabView VI, EagleCAD, AVR Assembler and AVR Studio • Lab experience with personal computer assembly / installation • Familiar with wireless/cellular communication systems, fiber optic communications, and wired communication systems • Resolved computer hardware and software issues for current employer EMPLOYMENT: Nova Auto Parts and Repair Service Kansas City, MO January 2001 to Present Automotive Mechanic Assistant • Assist a professional mechanic in diagnosis and repair of domestic cars and trucks • Perform minor electronic and mechanical repairs • Test and replace sensors • Install Vehicle Tracking / Anti-Theft GPS System • Maintain three networked computers; troubleshoot hardware and software problems • Ensure each customer receives the highest level of support with inquiries over the phone and in person • Help clients select the right parts in the store Pizza Hut Lee’s Summit, MO June 2000 – January 2001 Pizza Cook / Delivery Driver • Took customer orders over the phone and entered information into computer • Prepared food for up to 75 deliveries per night shift • Earned awards for excellent food quality and prompt service 18"
Entry Level IT Networking Resume.pdf,19,Text,"JOHN Q. PUBLIC 4999 Electric Avenue • Kansas City, MO 64116 • (816) 455-1234 • jqpublic@email.net OBJECTIVE: A career as a Network Administrator with a respected financial services company allowing me to make a contribution utilizing my academic and work-proven skills. EDUCATION: DeVry University – Kansas City, MO Bachelor of Science in Network and Communications Management Graduation: October 2006 University of Nebraska – Omaha, NE Associate of Science in Accounting Graduation: May 2004 TECHNICAL SKILLS: Networks Systems Software Hardware Ethernet Server 2003 Active Directory RAID VLAN UNIX Etherpeek Memory Swaps MPLS Novell Console One Board Swap P2P Windows NT Norton Ghost Software Installs ATM Windows XP Samba Peripheral Devices LAN Windows 98 Telnet VPN Windows 2000 MS Office Client/Server DOS MS Visio RELEVANT EXPERIENCE: Computer & Technical Support • Purchase, install, and maintain all company computer hardware and software systems. • Provide specialized training to members of the technical support staff and to department supervisors regarding computer hardware, DOS, Windows, and Novell and LAN networking. • Resolve pending hardware, networking, or operating system problems. • Determine hardware, software, and operating system incompatibilities with supported software products and develop solutions. • Develop and implement new departmental and company technologies. • Perform quality assurance testing for new software releases and work with product developers on software enhancements; test and help correct any errors encountered with software products. Accounting & Financial • Approve all purchases and payments for company operations. • Negotiate with vendors for favorable price and quantity concessions. • Provide management with departmental hardware/software requirements, and cost analysis. • Process and remit monthly, quarterly, and annual tax reports. • Track customer purchases and produce detailed strategic reports. • Develop all customized computer spreadsheet programming. • Compute monthly profit sharing revenues and reconcile differences with dealers. Customer Service • Analyze and resolve client hardware and software problems; help clients optimize their software usage. • Provide hardware/software technical support to clients for auditing, financial analysis, and corporate tax return preparation software; help clients optimize the use of our products with their computer systems. WORK HISTORY: Purchasing Manager Tom M. Phillips Oil Company, Kansas City, MO 2003 - Present IT Support Manager Children International, Kansas City, MO 1999-2003 Accounts Receivable Coordinator Lanier Business Systems, Omaha, NE 1995 - 1998 19"
Entry Level IT Networking Resume.pdf,20,Text,"Michael McDonald 51230 West 119th Street, Kansas City, MO 64131 Home (816) 900-9213 Cell (816) 590-5555 Michael_McDonald@yahoo.com Employment Objective Entry level position in the Information Systems department utilizing networking, troubleshooting, and analytical thinking skills Summary of Qualifications • Education in network and communications management from a respected technological university • Internship experience as PC Technician with local property tax consulting firm • Thorough knowledge of Microsoft Platforms; Windows (2000, XP, 2003) server and workstation, Active Directory, DNS and Group Policy • Experience installing PC hardware and software • Outstanding customer service skills • Proven ability to effectively manage multiple projects simultaneously Education DeVry University, Kansas City, MO Expected Graduation: June 2009 Bachelor of Science in Network and Communications Management 3.73 GPA Technical Experience Platforms: Windows 95/98/2000/XP, Windows Server 2003, Linux, UNIX, Novell Networking Protocols: TCP/IP, DNS, DHCP, RIP System Administration: Ethernet, Wireless Networking, PC Troubleshooting, Cabling, Memory Upgrades, Routers, Switches, Firewalls Applications: Microsoft Office (Word, Excel, Access, PowerPoint), MS Project, MS Visio Class Projects • Managed LAN and WAN environment with Cisco routers and switches • Installed Windows Server 2003, implemented Active Directory, User and Share Permissions and Group Policy on the server • Installed and operated Linux Red Hat operating system Employment Property Valuation Services, Overland Park, KS PC Technician March 2006 – Present • Install hardware and software on 40 PC workstations • Provide support to users regarding hardware and software problems and question • Audit workstations to verify licensing, security and configuration • Troubleshoot and configure printers, scanners and modems U.S Army, Fort Lamar, GA 89th Ranger Regiment E-5/SGT Squad Leader May 1999 – August 2005 • Supervised, instructed, and trained an 8-person squad for real world combat missions in a high threat environment • Maintained and accounted for equipment worth more than $250,000 • Prepared, distributed, and filed operations and intelligence information • Successfully worked in an environment with strict deadlines • Received Good Conduct Award, Army Commendation Medal and the National Defense Service Award • Obtained and maintained Top Secret Security Clearance 20"
